business_categories,business_id,business_name,business_review_count,business_stars,reviewer_average_stars,stars,text,user_id
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,1.44,2,"I have been coming to xtreme bean for several years and it is still a generally good place.  the coffee is average or below, the tea selection is good, the atmosphere is ok but same old. The current staff is incredibly immature and act like children yelling, and even barking, at high decibels.  I've never seen anything like  it anywhere.  I'll have to think twice about coming back if this continues.",W5Pd_GmMem2LdHZkoxQCtw
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.88,5,"My friend Brad is always talking about this place.......so that says someting, either Brad needs psychological help or this place is really cool. 
Bean is great for the coffee, atmosphere and the high speed internet kicks into gear. 
Check this place out for all the greats and glorys..
Also Friday nites are open mikes with impromptu players.  

I just wanted to add a couple hints about the Bean for the new xtreme beaner.... 
*** Get their early, the internet access is free and its kicking like chuck norris. Your chances of getting a place indoors is pretty limited, so like i said get their early. In the day time, before 6. The place, power outlets and people fill up around 615. The outer patio area is still nice as well, you can find a nice spot to cozy up with a book.",vrM_uBgwfDQ6bQxGVHdUGQ
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.79,4,"In a previous life, Xtreme Bean was Gold Bar and the ""vault"" at the Gold Bar was more of a chill area with board games where people could play or chat.  Over the years, Xtreme Bean took over the building and Gold Bar moved into the Ross/Subway plaza.  The atmosphere then evolved into a haven for those that are glued to their laptops and/or those that need to intensely study.  While I do reminisce about the old days of yore, Xtreme bean does serve up very good coffee drinks that are smooth yet strong.  I've had their frappes and they have been rich, full of flavor, and not overly sweet.  They have a very wide selection of sugar free syrups too if you are wanting something less calorie intensive.",uZbTb-u-GVjTa2gtQfry5g
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,4.22,4,"I used to frequent this location when it was Gold Bar.
I literally lived right behind the Gold Bar for a few years (and the old location of the lucky dragon :'( but that is another story.). I used to hang out there all times of day.

It seemed more ""authentic"" back then, (or maybe I am getting old and reminiscing too much.) It is not bad now, but it doesn't feel great either.

Edit: I have been using the drive thru more often now and DAMN they have good coffee!!",UE1UIi95jSk5tAzOdtnjIA
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.5,4,"I go to coffee shops primarily to work and Xtreme bean is number 1 in my rotation.  The service is great and the drinks superb.  They have a free internet and the widest selection of seats to meet any need (inside and out).  

They have a piano and always seem to have some sort of live music which is always low key and never interferes with trying to work.  Also has a cool crowd.",uAcir87sXGtR-qKCxMUx_Q
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.5,2,"(2 1/2 stars).

Don't get me wrong, I love hanging out here and have been doing so for a while. It's a unique spot and has a kind of awkward-but-homey feel, like it's housed in a building it's not really supposed to be in. The vibe is upbeat and friendly for the most part and it's kind of cool to hang out in a VAULT. But the two-star rating comes from the most important reason why I'm here, yo: the coffee.

I have never once had HOT coffee here. I like my coffee searing hot. Like lava. But I always get flaccid, limp, lukewarm beverages here. I even specified ""extra hot"" once and it still wasn't up to temp.

But the tea selection is really good. I like how the loose leaf is presented in a way that you can see the contents of what's in the tea blends. And the pastries always look very tempting. There's a lot of fun, zany stuff on the menu, but I have the coffee tastes of an old man. I want it plain, strong, and hot. XB seems like it may be more geared toward providing caffeine bombs pumped with sweet stuff for students pulling all-nighters.",TWjDnKexHSp0U3UQ3W01Kw
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.63,4,"Great place to be when I can't sleep and the sun's coming up! Showing up at 5am and snagging one of those hot, straight-from-the-ovenpumpkin muffins and a latte, watching the world light up as the sun rises... What a divine (and delicious) way to start any day!",turPLVMfH1YH-2kMtM9LLw
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,4.45,4,"You can't go wrong with the iced toddy! I love iced coffee, and the strength of the toddy is great, especially on a rough morning. If you love iced coffee beverages, get this rather than the lattes.",TeR1SIGaqN1c8SdEivi5vw
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,4.38,4,"The coffee is great.  Roasted right there.  D-LISH!  However, WTF they put about 10lbs of cream cheese on every bagel...even when ""easy on the cream cheese"" is requested.  I am not sure what is going on there.  The vibe is conducive to getting work done, wi-fi and all that.  The tea selection is also great.  It has the same brand and selection as one of my favorite places in the world: Naked Coffee in Sacramento, CA.  The staff is older, nice because when it comes to coffee they are serious and know what is going on.  I really like the Mexicana.  Try it.  YUM.  I would like more food offered, or maybe just a different selection.  I have only been there in the mornings, so maybe it is different later in the day.  The rundown:

Food:  fair
Coffee: awesome
Service:  good, save the cream cheese thing (see above)
will i go back:  yes, yes
should you go:  yes, check it out at other times to and let me know how it is in the evening/mid-day.
Price:  fine.  same and most other non-starbuckian places",tePGwo_ZH1Hu9bkCNhMJmw
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,4.05,3,"For some reason, I thought 1AM on a Saturday was a good time to launch a website.  Since my options for late night legal liquid crack are limited, Xtreme Bean seemed like a logical option.

I was amazed there were as many people there as there was, and was even greeted by a table of beatniks as I entered.  It took awhile to get the coffee, but it was 1AM so I gave them the benefit.  

The coffee was decent, but would have been better had it at least been luke warm.  Nevertheless, the purpose was served and the espresso is working perfectly!  I will likely be back unless they open a 24 hours coffee shop in Chandler soon.",T46gxPbJMWmlLyr7GxQLyQ
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.43,5,"Good place, coffee is quite good and seating is comfortable.",T2u4D_GmKo5KbDiXLRTcyA
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.8,2,The hours are great but the coffee sucks. Sorry. It's just not that good. The teas are pretty good and its a good place to chill. Just stay away from the iced coffee.,SVw1pW_7t0YmnvyAEOovoA
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.77,3,"I used to be a student and this place was awesome for studying and keeping caffeinated.  Now though, when I go there to relax, I feel like I'm sitting in a study hall with a coffee bar in it.  More power to them for catering to students, we all know these places are hard to find.  But, if you're a few years graduated, you may want to try somewhere else...or just get their coffee to go (it's very tasty).",sQTvI2N_WT5m60ZUbTMCMQ
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,4.31,4,"I liked the feel of the place. The menu was well organized and so was the dessert counter. I ordered a Toffee Coffee Frapp and it was delicious! It had small pieces of actual toffee bar in it, which was a nice treat. The drink was blended together smoothly and it was decadently creamy. Mmmmm. A+!!! There is a lot of indoor seating as well as outdoor seating. My friends and I sat outside because it was lovely weather today around noon. I can see myself returning in the future to have another one of those toffee frapps, or I may just have to be adventurous and try one of their other unique flavors, like cookies and cream! :)",SkeJpeoVzXOQgH-Hnax__A
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.7,4,"Oh Xtreme Bean, our time is coming to an end.  We have spent many hours together fretting over exams and the basic science boards.  And, I just want to take this moment to let you know how much I appreciate you.

I love your employees.  Consistently nice, sometimes funny, and always quick to fulfill my order.  Their music selection is pretty awesome too.  Sometimes classic rock, sometimes a blend of old and new indie, but always good enough that I rarely put on headphones unless it's to cover up people talking.

I love your coffee, your ginormous selection of herbal teas, your jalapeno-cheddar cream cheese on a bagel, and so much more that I've tried.  I love the smell of beans roasting in the corner.

I love the comfy desk chair that my heiny is planted in at this very moment.  I love the study cubicles in the vault.  I love the ability to sit here for hours when I have to and not feel as if I'm a hinderance to your business. You are a student's dream.  And your drive-thru window is fabulous.

Except... ugh, I hesitate to even bring it up.  It's not you, it's me.  Sometimes it's so busy I can't get a seat.  And, sometimes your wifi doesn't have enough oomph to satisfy.

But your goods far outweigh your bads and I'm sure that you will make other students very happy in the future.  I will always treasure the time we have already shared and looked forward to these last few months that we have in our future.

Love Always,
Jen",SBbftLzfYYKItOMFwOTIJg
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.18,4,"Open 24 hours on week-ends, ample seating area (good for studying or hanging out and chatting), very welcoming clientele, and broad selection of coffee drinks, non-coffee drinks, and desserts, fruits, and random snacks.

The coffee isn't great but not terrible either. The Wi-Fi, while free, is fickle. 

One of my two favourite coffee places in Tempe (other is Cartel off University & Ash).",qR09EUhlR6g_NU6u5gbI8A
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,4.31,4,"Love that Xtreme Bean has such a great drive-thru.  The coffee is good and the staff is very friendly.

I like supporting them because they aren't a big chain.  It's a blessings to see an independent doing so well when there is a Starbucks just up the street.

Blessings to them as they strive in this market.  : )KC",QfRmDp4obVNSfFneMfFMNQ
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.86,3,"A-OK is exactly how I feel about Xtreme Bean. This place is often too loud for me, I tend to use coffee shops as meeting places more than study places, so loud staff and loud patrons just won't cut it. On the plus side they have tons of plug in spots, and hunkering down with headphones to do work is typically pretty easy. The coffee is also hit or miss for me, just right one day and burnt tasting the next. I'll still come here, and I encourage others to as well, just know this isn't the place for quiet ambiance.",qa05pUVNapADHZXpHMPMeA
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.57,3,"I came here with my team of staff for a staff meeting because we prefer going and supporting local business than chains like Starbucks. And if we are meeting, why not take the opportunity to treat our staff at good quality local coffee shop too, just makes perfect sense to us.

When the 4 of us arrived, the general indoor seating area had a few large tables (large enough for 4 people) that were taken by single persons. So we resorted to having our meeting in the ""vault"" which has an open table large enough for us. This was our first time here and did not know whether the ""vault"" area was a quiet area or not, but we tried to discuss work without being overly loud. An hour later, a fellow patron leaving the room told us that it was the ""quiet room"" and that we should not be in there. 

Not seeing a single ""quiet"" sign around, I decided to confirm with Xtreme Bean staff and their response was that they don't know why people have the impression that it is a quiet room. It is just another room, nothing special about it.

So I want to make sure my fellow patron knows, if you want to have a super quiet space to work at, maybe staying at home is a better option, or go to the library. Please don't tell fellow customers to leave, especially those who could not gain access to the large tables, because those were taken by other solo customers who love to spread out their belongings on a table large enough for a group of four.

We all love to support local businesses, so please make sure you know what the ""rules"" actually are before confronting other customers about your need for ""quietness."" If that is so important to you, please stay home.

Sorry if this sounds more like a rant than a review. But I just want other customers to know about my overall experience here was a good one. 

The staff was helpful and the drinks were decent, but us customers could do better to help support the business by being a little more considerate and not take up more space than we need to. 

If you take up a table large enough for four and others had no choice but leave because of that, you are indirectly taking the business away from the coffee shop. With more people there, they will sell more drinks and food. Of course, unless you plan to purchase enough food and drinks to cover the difference between one customer and four customers. I am just talking from a business owner's point of view, since I run a small business too.

Note to staff of Xtreme Beans, please let me know if I am wrong about the ""quiet room"" since I last talked with you. I will be happy to take my staff somewhere else if the large tables were taken by single users and we could not use the customer designated ""quiet room."" 

We are definitely going to give Xtreme Bean Coffee another try though.",q9B5_BOza_1SCRRKd-akzA
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.64,4,"24 hours on weekends! cheap! some of the smokey regulars out front are a little too gandolf (the grey NOT white) and Monty Python for me. Same crowd I see at bookmans in mesa. They are all at least level 9 mages...which is nothing yelpzilla can't destroy. The hardest part of this place for em is the Japanese conversation club that meets here on Fridays. Hearing my mother tongue makes me want to crush the city. So please think about the children and find another place to meet. and Also, a note to the staff, stop playing Pinkerton era Weezer. It has the same effect. I do love me the staff. If I were to destroy Tempe i would let them all ride on my back! we would destroy the city as a team! I would stomp and breathe fire and they would keep me going with shots and lattes.

Lastly, What s with all the skinny chicks with silly names giving this place one star?",Ow8iWYjwgn7DzOU6yCBvXw
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.77,5,"Oh man.  I love this place.  (+ positive, - negative, -/+ neutral)

+ Open 24 hours on the weekends.  'Nough said.

+ Cheap, but flavorful, drinks.  I always like what I get here.  There is one guy who makes a mean vanilla latte, I have yet to get his name.

+ Food.  Good cakes and cookies.

-/+ I've found that a lot of high school kids like to loiter here (and they're loud).  But, hey, it's not XB's fault.

+ The people who work here know what they're doing.  They make sure to get your order right.  And they're always friendly.

+ They have musical guests every now and then... and it's usually good stuff.",Ovac_Bws19DOy2_ai3WzeA
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.84,4,"the espresso is smooth and delightful.  they have huge cups for their ice drinks.  i got 3 shots over ice for about $2.50.  fair deal.  
i got a toffee coffee blended drink, i like the bits on top, but the drink itself was kind of lacking.  it wasn't bad, just wasn't great.
i would hang out here if i lived in the area, there is outdoor and indoor seating.  they have people play music from time to time as the fliers suggested.  there was a good crowd at both times when we went, first in the evening, then mid morning.",oL-K-6_dI0U1lBXGw4NG4g
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.67,5,Great coffee and cute staff. What else do you need.,oeWKAp9IOf0vFun9SxlRxQ
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,4,4,"Very cool, great music. Study room but beware of the smoke cloud surrounding the outside. Can't sit outside unless you want to leave smelling like smoke.",NSEpvNdd1TV8LjTXI5qVmQ
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,4.25,3,"The place is really great for late study because they open 24 hours on friday and saturday, and until 11 pm on sunday. The solo singer that played on friday night was very distracted for me. I didn't felt his music that can bring studying mood brighter, I mean I felt bored with the songs and the rhythm of the music. Please change the singer. The reggae songs from the radio that this shop playing when he was in time break was more entertaining for me. The tea and the coffee is very fresh and many types of them that you can try!",nP_vZUqkoajeBC4qTV0Mlg
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,4.38,5,"So Indie its going to make me drive to Tempe lol Love the vibe here. Reminds me of The Jamaican Blue that use to be in Scottsdale. Good mix of a crowd, indie, punk, 70s sounds. Its great",nkVrJzwHyLgPi07wUg_Xdw
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.32,3,"I have coffee here a couple of times a week, primarily because the self-appointed coffee dude at work makes undrinkable sludge, and because they are 2 blocks from work and have a drive-thru.  

Why only 3 stars? Inconsistency. My latte ranges from piping hot to lukewarm, from delicious to drinkable, from hella-sweet to kind of bitter. It all depends on who makes it. My favorite barista is the slender, friendly, pierced young woman, who always makes the perfect cup. I also used to like their croissants, and keep hoping that they will go back to baking them more thoroughly. Right now, they are cold and doughy, and pale as a Swede in winter. Sometimes they have also tasted day-old. 

At least the Bean is not Starschmucks...",N-D-d1Z4UybdlkK1HxlNPA
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,4.05,5,"Xtreme Bean Rules. Any bank-become-coffee-shop is a place for me.. 

We started hitting up XB back in '03 because it is open 24 hours on the weekend ... not to mention they give you double the size that you would get at Starbucks for less. Also like the idea that it is not a giant chain coffee shop. 

Great selections of coffees, teas (loose leaf), bakery items, frozen/blended drinks and Italian soda's. We LOVE the Carmel Royales.

They have tons of space to play games, and they even have some games and books in one of the back rooms. They also frequently have live bands or musicians performing and FREE WI-FI that works really well. 

XB rules.",MWt24-6bfv_OHLKhwMQ0Tw
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,4,5,"bank building turn to a coffee beanery is way cool. 

plenty of seats to settle yourself in and crack open your books and do your homework. the free wi-fi is helpful too, but the connection lags sometimes when their a bunch of people hopping online to check their myspace.

it gets chilly at time, i suggest bring a sweater if you're the unlucky one seated underneath the A/C vent. 

the vault room is great when trying to escape the loud chatter in the main room, just don't forget to turn off your cell phone when you're in there, it's kind of rude...

if you wanna be shaking out of your pants, i suggest the Iced Toddy. it's strong and it should keep you up all night if you have a big project the following day.

customer service is very nice and helpful.",mUUy72UfqmFj_krWclKELw
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,4.03,5,"My favorite place to study in Tempe!  This funky little cafe has a lot of seating, great music, great coffee and plenty of electrical outlets!",MRrfYuudBa5H9EaIxsKpqg
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.71,2,"The unfortunately named XTREME Bean company is actually quite a homey lil place. Located near Jo Anns fabric in what I refer to as a concrete island (meaning it is part of a strip mall, but not technically connected to said strip mall) with it's own mini-drive through, it is also across the street from Sunflower Market. 

At first it feels like a Starfucks rip-off, but the actually delicious looking pastries, cheap prices and staff with actual personalities changes that impression fast. A diverse crowd enjoys the brew here, all kinds of seating (esp. the rather weirdly inviting cubicle room for studying that reminds me of Real Genius for some reason...maybe it was the bearded guy in there), and plenty of outdoor seating.

My tasty bagel and decaf coffee with soy came out to under 4 bucks and was quite good.  With all the seating and good 'vibes' in this place, a great place for studying or procastinating on studying. 

You could bring your dirty hipster friend or your mom here-and that is a good thing.

***

NO TAXATION ON LACTOSE INTOLERATION

After a couple more times coming here, you know what?

Not impressed.

I don't like it. I can't eat anything, there is never any seating except in that creepy back room that is supposed to be a study area but always has people babbling away, and I am sick of the dirty hipster punks smoking their anarchy, corporate-sponsored lungs outside.

Final straw? I had an entirely unreasonable fight with a barista regarding soy! WTF? I ordered just a regular decaf coffee, and politely asked if they kept soy on the kiosk (you know the one with sugar and milk stuff), and she said they keep it in the fridge. I asked her if I could have some. I notice my total is wrong and go over the order again. Where did the extra 50 cents come in? ""Oh that is for soy."" ""Um, that is like a THIMBLE size of soy. I am NOT paying 50 cents for that."" ""Well, that is the rule"" ""What rule? Wildflower, Three Roots and a bunch of other places don't charge me to use a little bit of soy"" ""It costs extra to get soy."" ""I can get a full container of soy MILK across the street at Sunflower for a little over a buck. Would you prefer I just got a container there for that amount and brought it back with me?"" ""Soy milk costs like, over 3 bucks.."" (This statement is accompanied with an eye roll). ""Look, I am vegan (a white lie) and extremely lactose intolerance. I can't have milk. They don't get charged for milk. I am not paying that amount. Can I just talk to your manager?"" ""We don't like have one right now"" (I swear to god she really talked like this) At this point, some laid back guy just said, ""Dude don't charge her."" I thanked him, saying I wasn't trying to be difficult, but paying that much was ridiculous, and he agreed since he was vegan himself. 

I called back several times and never got a call back regarding the soy incident.

I know I sound crazy, but GODDAMN, I am sick of the lactose intolerance tax! Soy is hip! Everybody drinks soy! And you can get it cheap!

Xtreme jerks.",mfvezpz6ohS0NQk3DZdvqQ
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,4,5,"Great place to study, relax with a coffee and a book, or catch up with a friend over coffee. 

The coffee is very good and they usually offer several varieties at once. The pastry's are very tasty and never stale. 

The wi-fi is good and free, not super fast but certainly not slow. 

It does get a bit loud in the main room at times. When that happens the bank vault turned study/work area is still pretty quiet.",LrNCnhQreiIMnXBN8cuCHw
Food; Coffee & Tea,IoFggnoj1P4EcmNEP2K6Ng,Xtreme Bean Coffee Company,122,3.5,3.74,3,"A bit disappointing as I thought this would be a more original place. No mugs? a latte spoiled by a horrible lid? Not the best start for me. I was looking forward to visit this place for long, but the first impression was not the best and I hardly think I would return. If you like chain crappy coffee you'll hate me, but if you crave an original expresso in your latte with that professional art....you'll understand me.",LqgGgWi3FLHBViX9tmZ9sw
